EmployeeNumber,Age,Gender,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
10714,45,Female,No,Travel_Rarely,974,1,4,Medical,1,4,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
10715,50,Male,No,Travel_Rarely,1126,1,2,Medical,1,4,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
10716,33,Female,No,Travel_Frequently,827,1,4,Other,1,3,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
10717,41,Male,No,Travel_Frequently,840,9,3,Medical,1,1,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11
10718,27,Female,No,Travel_Rarely,1134,16,4,Technical Degree,1,3,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
10719,45,Male,No,Non-Travel,248,23,2,Life Sciences,1,4,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
10720,47,Female,No,Travel_Rarely,955,4,2,Life Sciences,1,4,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
10721,30,Female,Yes,Travel_Rarely,138,22,3,Life Sciences,1,1,48,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
10722,50,Male,No,Travel_Rarely,939,24,3,Life Sciences,1,4,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
10723,38,Male,No,Travel_Frequently,1391,10,1,Medical,1,3,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
10724,46,Male,No,Travel_Rarely,566,7,2,Medical,1,4,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
10725,24,Female,No,Travel_Rarely,1206,17,1,Medical,1,4,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
10726,35,Male,Yes,Travel_Rarely,622,14,4,Other,1,3,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
10727,31,Female,No,Travel_Frequently,853,1,1,Life Sciences,1,3,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
10728,18,Male,No,Non-Travel,287,5,2,Life Sciences,1,2,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0
10729,54,Female,No,Travel_Rarely,1441,17,3,Technical Degree,1,3,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
10730,35,Female,No,Travel_Rarely,583,25,4,Medical,1,3,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
10731,30,Female,No,Travel_Rarely,153,8,2,Life Sciences,1,2,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
10732,20,Female,Yes,Travel_Rarely,1097,11,3,Medical,1,4,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
10733,30,Female,Yes,Travel_Frequently,109,5,3,Medical,1,2,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
10734,26,Male,No,Travel_Rarely,1066,2,2,Medical,1,4,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3
10735,22,Male,No,Travel_Rarely,217,8,1,Life Sciences,1,2,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
10736,48,Male,No,Travel_Rarely,277,6,3,Life Sciences,1,1,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
10737,48,Male,No,Travel_Rarely,1355,4,4,Life Sciences,1,3,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
10738,41,Female,No,Travel_Rarely,549,7,2,Medical,1,4,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
10739,39,Female,No,Travel_Rarely,466,1,1,Life Sciences,1,4,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
10740,27,Female,No,Travel_Rarely,1055,2,4,Life Sciences,1,1,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
10741,35,Male,No,Travel_Rarely,802,10,3,Other,1,2,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
10742,42,Male,No,Travel_Rarely,265,5,2,Marketing,1,4,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
10743,50,Male,No,Travel_Rarely,804,9,3,Life Sciences,1,1,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0
10744,59,Female,No,Travel_Rarely,715,2,3,Life Sciences,1,3,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
10745,37,Female,Yes,Travel_Rarely,1141,11,2,Medical,1,1,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
10746,55,Male,No,Travel_Frequently,135,18,4,Medical,1,3,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7
10747,41,Female,No,Non-Travel,247,7,1,Life Sciences,1,2,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
10748,38,Male,No,Travel_Rarely,1035,3,4,Life Sciences,1,2,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
10749,26,Male,Yes,Non-Travel,265,29,2,Medical,1,2,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2
10750,52,Female,Yes,Travel_Rarely,266,2,1,Marketing,1,1,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9
10751,44,Female,No,Travel_Rarely,1448,28,3,Medical,1,4,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
10752,50,Female,No,Non-Travel,145,1,3,Life Sciences,1,4,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
10753,36,Female,Yes,Travel_Rarely,885,16,4,Life Sciences,1,3,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
10754,39,Female,No,Travel_Frequently,945,22,3,Medical,1,4,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
10755,33,Female,No,Non-Travel,1038,8,1,Life Sciences,1,2,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
10756,45,Female,No,Travel_Rarely,1234,11,2,Life Sciences,1,4,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
10757,32,Female,No,Non-Travel,1109,29,4,Medical,1,4,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
10758,34,Male,No,Travel_Rarely,216,1,4,Marketing,1,2,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
10759,59,Male,No,Travel_Rarely,1089,1,2,Technical Degree,1,2,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
10760,45,Male,No,Travel_Rarely,788,24,4,Medical,1,2,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
10761,53,Female,No,Travel_Frequently,124,2,3,Marketing,1,3,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
10762,36,Male,Yes,Travel_Rarely,660,15,3,Other,1,1,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
10763,26,Male,Yes,Travel_Frequently,342,2,3,Life Sciences,1,1,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
10764,34,Female,No,Travel_Rarely,1333,10,4,Life Sciences,1,3,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
10765,28,Male,No,Travel_Rarely,1144,10,1,Medical,1,4,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0
10766,38,Male,No,Travel_Frequently,1186,3,4,Other,1,3,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
10767,50,Male,No,Travel_Rarely,1464,2,4,Medical,1,2,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
10768,37,Female,No,Travel_Rarely,124,3,3,Other,1,4,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
10769,40,Male,No,Travel_Rarely,300,26,3,Marketing,1,3,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
10770,26,Female,No,Travel_Frequently,921,1,1,Medical,1,1,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
10771,46,Male,No,Travel_Rarely,430,1,4,Medical,1,4,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
10772,54,Female,No,Travel_Rarely,1082,2,4,Life Sciences,1,3,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
10773,56,Female,No,Travel_Frequently,1240,9,3,Medical,1,1,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
10774,36,Female,No,Travel_Rarely,796,12,5,Medical,1,4,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
10775,55,Male,No,Non-Travel,444,2,1,Medical,1,3,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
10776,43,Male,No,Travel_Rarely,415,25,3,Medical,1,3,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
10777,20,Female,Yes,Travel_Frequently,769,9,3,Marketing,1,4,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
10778,21,Female,Yes,Travel_Rarely,1334,10,3,Life Sciences,1,3,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
10779,46,Female,No,Travel_Rarely,1003,8,4,Life Sciences,1,4,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
10780,51,Male,Yes,Travel_Rarely,1323,4,4,Life Sciences,1,1,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
10781,28,Male,Yes,Non-Travel,1366,24,2,Technical Degree,1,2,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
10782,26,Male,No,Travel_Rarely,192,1,2,Medical,1,1,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
10783,30,Male,No,Travel_Rarely,1176,20,3,Other,1,3,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
10784,41,Female,No,Travel_Rarely,509,7,2,Technical Degree,1,2,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
10785,38,Female,No,Travel_Rarely,330,17,1,Life Sciences,1,3,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
10786,40,Male,No,Travel_Rarely,1492,20,4,Technical Degree,1,1,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
10787,27,Male,No,Non-Travel,1277,8,5,Life Sciences,1,1,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
10788,55,Male,No,Travel_Frequently,1091,2,1,Life Sciences,1,4,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
10789,28,Female,No,Travel_Rarely,857,10,3,Other,1,3,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
10790,44,Male,Yes,Travel_Rarely,1376,1,2,Medical,1,2,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
10791,33,Male,No,Travel_Rarely,654,5,3,Life Sciences,1,4,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
10792,35,Male,Yes,Travel_Rarely,1204,4,3,Technical Degree,1,4,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
10793,33,Female,Yes,Travel_Frequently,827,29,4,Medical,1,1,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
10794,28,Male,No,Travel_Rarely,895,15,2,Life Sciences,1,1,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
10795,34,Male,No,Travel_Frequently,618,3,1,Life Sciences,1,1,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
10796,37,Female,No,Travel_Rarely,309,10,4,Life Sciences,1,4,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
10797,25,Male,Yes,Travel_Rarely,1219,4,1,Technical Degree,1,4,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
10798,26,Male,Yes,Travel_Rarely,1330,21,3,Medical,1,1,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
10799,33,Male,Yes,Travel_Rarely,1017,25,3,Medical,1,1,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
10800,42,Male,No,Travel_Rarely,469,2,2,Medical,1,4,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
10801,28,Male,Yes,Travel_Frequently,1009,1,3,Medical,1,1,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
10802,50,Male,Yes,Travel_Frequently,959,1,4,Other,1,4,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
10803,33,Female,No,Travel_Frequently,970,7,3,Life Sciences,1,4,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
10804,34,Male,No,Non-Travel,697,3,4,Life Sciences,1,3,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
10805,48,Male,No,Non-Travel,1262,1,4,Medical,1,1,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
10806,45,Female,No,Non-Travel,1050,9,4,Life Sciences,1,2,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
10807,52,Male,No,Travel_Rarely,994,7,4,Life Sciences,1,2,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
10808,38,Male,No,Travel_Rarely,770,10,4,Marketing,1,3,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
10809,29,Female,No,Travel_Rarely,1107,28,4,Life Sciences,1,3,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
10810,28,Female,No,Travel_Rarely,950,3,3,Medical,1,4,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
10811,46,Male,No,Travel_Rarely,406,3,1,Marketing,1,1,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
10812,38,Male,No,Travel_Rarely,130,2,2,Marketing,1,4,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
10813,43,Female,No,Travel_Frequently,1082,27,3,Life Sciences,1,3,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
10814,39,Male,Yes,Travel_Frequently,203,2,3,Life Sciences,1,1,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
10815,40,Male,No,Travel_Rarely,1308,14,3,Medical,1,3,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
10816,21,Female,No,Travel_Rarely,984,1,1,Technical Degree,1,4,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
10817,39,Male,No,Non-Travel,439,9,3,Life Sciences,1,3,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
10818,36,Male,No,Non-Travel,217,18,4,Life Sciences,1,1,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
10819,31,Male,No,Travel_Frequently,793,20,3,Life Sciences,1,3,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
10820,28,Male,No,Travel_Rarely,1451,2,1,Life Sciences,1,1,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
10821,35,Male,No,Travel_Frequently,1182,11,2,Marketing,1,4,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
10822,49,Male,No,Travel_Rarely,174,8,4,Technical Degree,1,4,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
10823,34,Male,No,Travel_Frequently,1003,2,2,Life Sciences,1,4,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
10824,29,Female,No,Travel_Frequently,490,10,3,Life Sciences,1,4,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
10825,42,Male,No,Travel_Rarely,188,29,3,Medical,1,2,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
10826,29,Male,No,Travel_Rarely,718,8,1,Medical,1,2,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
10827,38,Male,No,Travel_Rarely,433,1,3,Human Resources,1,3,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
10828,28,Male,No,Travel_Frequently,773,6,3,Life Sciences,1,3,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
10829,18,Male,Yes,Non-Travel,247,8,1,Medical,1,3,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
10830,33,Female,Yes,Travel_Rarely,603,9,4,Marketing,1,1,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
10831,41,Male,No,Travel_Rarely,167,12,4,Life Sciences,1,2,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
10832,31,Male,Yes,Travel_Frequently,874,15,3,Medical,1,3,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
10833,37,Female,No,Travel_Rarely,367,25,2,Medical,1,3,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
10834,27,Male,No,Travel_Rarely,199,6,3,Life Sciences,1,4,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
10835,34,Female,No,Travel_Rarely,1400,9,1,Life Sciences,1,2,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
10836,35,Male,No,Travel_Rarely,528,8,4,Technical Degree,1,3,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
10837,29,Female,Yes,Travel_Rarely,408,23,1,Life Sciences,1,4,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
10838,40,Female,No,Travel_Frequently,593,9,4,Medical,1,2,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
10839,42,Male,Yes,Travel_Frequently,481,12,3,Life Sciences,1,3,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
10840,42,Male,No,Travel_Rarely,647,4,4,Marketing,1,2,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
10841,35,Male,No,Travel_Rarely,982,1,4,Medical,1,4,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
10842,24,Male,No,Travel_Rarely,477,24,3,Medical,1,4,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
10843,28,Female,Yes,Travel_Rarely,1485,12,1,Life Sciences,1,3,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
10844,26,Male,No,Travel_Rarely,1384,3,4,Medical,1,1,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
10845,30,Male,No,Travel_Rarely,852,10,3,Marketing,1,3,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
10846,40,Female,No,Travel_Frequently,902,26,2,Medical,1,3,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
10847,35,Male,No,Travel_Rarely,819,2,3,Life Sciences,1,3,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
10848,34,Male,No,Travel_Frequently,669,1,3,Medical,1,4,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
10849,35,Male,No,Travel_Frequently,636,4,4,Other,1,4,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
10850,43,Female,Yes,Travel_Rarely,1372,9,3,Marketing,1,1,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
10851,32,Female,No,Non-Travel,862,2,1,Life Sciences,1,3,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
10852,56,Female,No,Travel_Rarely,718,4,4,Technical Degree,1,4,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
10853,29,Female,No,Travel_Rarely,1401,6,1,Medical,1,2,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
10854,19,Male,No,Travel_Rarely,645,9,2,Life Sciences,1,3,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
10855,45,Female,No,Travel_Rarely,1457,7,3,Medical,1,1,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
10856,37,Female,No,Travel_Rarely,977,1,3,Life Sciences,1,4,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
10857,20,Male,No,Travel_Rarely,805,3,3,Life Sciences,1,1,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
10858,44,Male,Yes,Travel_Rarely,1097,10,4,Life Sciences,1,3,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
10859,53,Female,No,Travel_Rarely,1223,7,2,Medical,1,4,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
10860,29,Female,No,Travel_Rarely,942,15,1,Life Sciences,1,2,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
10861,22,Male,Yes,Travel_Frequently,1256,3,4,Life Sciences,1,3,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
10862,46,Female,No,Travel_Rarely,1402,2,3,Marketing,1,3,69,3,4,Manager,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
